Mag	Year	Month	Day	Hour	Min	Sec	Depth	Lon	Lat
7.59	1990	6	20	21	0	10	18.00	49.35	36.99
7.32	1780	1	8	1	1	1	10.00	46.25	38.15
7.32	1840	7	2	1	1	1	7.30	43.90	39.50
7.23	1024	11	24	1	1	1	10.00	46.30	38.10
7.23	1721	4	26	1	1	1	10.00	46.70	37.90
7.00	1976	11	24	1	1	1	9.00	44.03	39.08
6.86	1844	5	13	1	1	1	8.70	48.00	37.40
6.80	1988	12	7	7	41	26	7.00	44.12	40.92
6.80	2000	11	25	18	9	13	50.00	49.93	40.20
6.77	1640	12	31	13	1	1	12.90	46.10	37.90
6.67	1304	11	7	1	1	1	10.00	45.50	38.50
6.67	1879	3	22	1	1	1	13.60	47.90	37.80
6.67	1896	4	1	1	1	1	12.20	48.40	37.80
6.60	1980	5	4	18	35	19	20.00	49.02	38.05
6.50	2002	6	22	2	58	23	11.00	49.02	35.60
6.50	1986	3	6	0	5	39	31.00	51.59	40.34
6.49	1273	1	18	1	1	1	10.00	45.80	38.40
6.49	1989	9	16	2	5	9	40.00	51.56	40.34
6.49	1931	10	20	15	58	32	110.00	50.80	42.00
6.40	1931	4	27	1	1	1	33.60	46.09	39.48
6.40	2004	5	28	12	38	45	27.00	51.57	36.26
6.40	1911	6	7	23	58	48	100.00	50.80	41.00
6.39	1941	9	10	21	53	56	28.00	43.39	39.07
6.31	1786	10	1	1	1	1	10.00	45.60	38.30
6.29	1934	2	22	1	1	1	10.00	45.04	38.23
6.29	2012	8	11	1	1	1	15.00	46.87	38.55
6.29	2012	8	11	1	1	1	16.00	46.78	38.58
6.21	1883	5	3	1	1	1	6.80	47.20	37.90
6.21	1905	1	9	1	1	1	10.00	48.68	37.00
6.20	1980	12	19	1	16	54	12.00	50.65	34.47
6.20	1980	12	18	12	34	15	20.00	44.63	35.89
6.19	1902	2	13	9	39	6	33.00	48.71	40.72
6.12	1593	6	1	1	1	1	10.00	47.50	37.80
6.12	1863	12	30	1	1	1	8.80	48.60	38.20
6.12	1948	6	29	16	6	29	80.00	46.40	41.90
6.10	1997	2	28	1	1	1	12.00	48.07	38.11
6.09	1994	7	1	10	12	43	45.00	53.35	40.18
6.03	858	6	1	1	1	1	10.00	54.30	36.20
6.03	1930	5	8	1	1	1	33.00	45.07	38.41
6.00	1908	9	28	1	1	1	10.00	44.00	38.00
6.00	1960	11	25	1	1	1	33.00	47.50	39.50
6.00	1998	7	9	1	1	1	29.00	48.53	38.73
6.00	1961	6	9	9	36	52	30.00	50.54	40.80
6.00	1990	1	20	1	27	12	30.00	52.97	35.90
5.94	1717	3	12	1	1	1	10.00	46.30	38.10
5.94	1903	6	24	1	1	1	14.60	48.96	37.48
5.94	1981	7	23	1	1	1	15.00	45.20	37.08
5.88	1962	9	4	1	1	1	20.00	44.11	39.90
5.82	1934	10	29	1	1	1	10.00	47.80	39.90
5.82	1958	8	14	11	27	5	39.00	47.78	34.27
5.79	1983	7	22	2	41	1	41.30	49.18	36.95
5.79	1962	9	4	13	30	13	20.00	49.72	35.56
5.79	1978	5	26	13	43	38	25.00	46.54	41.97
5.79	1976	11	24	16	41	5	33.00	43.82	39.90
5.76	1903	2	9	1	1	1	10.00	47.65	36.58
5.76	1913	1	27	19	38	32	33.00	43.00	39.30
5.76	1913	4	20	3	13	36	33.00	43.90	41.20
5.76	1936	5	1	10	24	44	33.00	43.10	39.60
5.76	1902	2	21	0	0	0	36.00	48.80	41.80
5.76	1952	8	13	14	30	56	81.00	46.81	34.19
5.76	1932	3	15	7	44	39	84.00	44.68	40.61
5.76	1940	10	18	12	26	19	128.00	43.75	38.57
5.71	1621	5	21	1	1	1	10.00	47.70	37.40
5.71	1807	7	11	1	1	1	21.90	45.20	38.30
5.71	1933	9	6	1	1	1	33.00	46.60	39.30
5.71	1970	10	25	1	1	1	10.00	45.18	36.75
5.71	1956	4	12	22	34	49	30.00	50.26	37.33
5.71	1904	7	5	21	54	0	33.00	49.00	41.00
5.71	1907	1	19	22	11	0	33.00	46.10	40.80
5.71	1944	6	28	2	57	21	33.00	45.00	36.00
5.71	1946	8	17	23	37	40	33.00	46.00	35.50
5.71	1952	9	3	13	48	2	33.00	43.00	39.00
5.71	1903	7	5	0	0	0	40.00	48.70	41.80
5.71	1958	5	5	5	21	37	64.00	44.79	35.69
5.69	1963	5	10	10	57	34	150.00	47.80	40.90
5.65	1900	2	23	1	1	1	13.20	44.87	38.45
5.65	1919	1	8	1	1	1	33.00	47.00	40.00
5.65	1952	5	20	0	0	0	12.00	53.40	36.60
5.65	1982	10	25	16	54	50	15.00	52.31	35.11
5.65	1935	4	12	0	33	39	17.00	52.80	36.00
5.65	1993	1	15	12	15	1	20.00	43.71	36.70
5.65	1966	4	20	16	42	6	27.00	48.15	41.70
5.65	1948	8	30	0	0	0	31.00	48.00	41.90
5.65	1928	11	6	13	42	35	40.00	52.80	40.00
5.65	1932	3	15	10	18	1	45.00	47.90	33.79
5.60	1980	7	22	5	17	8	25.00	50.26	37.32
5.60	2000	11	15	15	5	36	48.00	42.95	38.41
5.59	1956	2	10	1	1	1	40.00	44.49	37.37
5.59	1958	10	26	1	1	1	40.00	44.49	37.37
5.59	1959	8	13	1	1	1	48.00	48.51	39.85
5.59	2012	10	7	11	42	47	17.40	48.44	40.75
5.59	1956	3	21	4	56	50	8.00	48.39	40.92
5.59	1999	6	4	9	12	48	14.00	47.48	40.77
5.59	1916	6	2	0	0	0	15.00	52.30	40.50
5.59	1960	4	2	22	36	0	15.00	48.19	34.29
5.59	1942	4	3	0	0	0	18.00	53.40	39.80
5.59	1983	3	26	4	7	19	20.00	52.24	35.99
5.59	1915	2	28	12	47	24	33.00	43.10	37.70
5.59	1936	9	2	13	12	20	33.00	46.60	41.60
5.59	1959	5	1	8	24	2	33.00	51.16	36.38
5.59	1961	10	14	7	0	51	84.00	48.46	34.11
5.53	1913	4	16	1	1	1	33.00	48.50	38.70
5.53	1931	5	12	1	1	1	33.00	45.72	38.79
5.53	1960	3	20	1	1	1	10.00	46.00	38.25
5.53	1971	12	20	1	41	2	6.00	48.42	41.15
5.53	1924	10	9	5	41	0	18.00	48.60	40.90
5.53	1902	2	16	18	11	0	32.00	47.40	40.20
5.53	1902	10	3	23	5	0	33.00	45.60	41.90
5.53	1903	7	9	13	21	0	33.00	44.50	41.40
5.53	1903	11	2	22	12	0	33.00	47.20	41.10
5.53	1915	1	21	22	20	0	33.00	47.00	41.00
5.53	1915	4	1	5	41	42	33.00	44.50	40.50
5.53	1923	5	12	22	57	23	33.00	45.00	40.50
5.53	1924	9	27	4	27	36	33.00	43.90	39.50
5.53	1926	10	22	16	44	5	33.00	43.70	40.70
5.53	1938	9	6	13	28	19	33.00	50.00	41.00
5.53	1942	9	19	7	26	34	33.00	46.40	40.50
5.53	1953	1	22	5	53	47	33.00	45.10	41.80
5.53	1954	7	10	11	16	42	33.00	48.40	40.60
5.53	1916	5	14	12	11	0	80.00	47.20	40.20
5.50	1988	4	20	1	1	1	15.00	44.12	39.07
5.50	1991	7	24	1	1	1	26.00	44.05	36.60
5.50	1988	6	25	16	15	35	15.00	43.08	38.46
5.50	1995	10	29	6	27	23	55.00	51.84	39.55
5.49	1968	4	29	1	1	1	10.00	44.19	39.23
5.49	1986	1	27	1	1	1	25.00	48.71	38.92
5.49	2000	1	26	23	0	21	30.00	52.88	39.95
5.47	1910	12	4	1	1	1	33.00	48.80	38.80
5.47	1940	7	11	1	1	1	18.00	47.60	39.50
5.47	1954	10	30	23	43	29	6.00	45.93	40.26
5.47	1904	4	28	15	25	0	33.00	48.60	40.60
5.47	1916	11	14	13	54	0	33.00	44.30	40.90
5.47	1930	5	8	14	23	30	33.00	45.50	37.70
5.47	1945	1	15	5	30	1	33.00	43.50	38.00
5.47	1947	4	19	17	39	12	33.00	43.10	37.90
5.41	1911	6	23	1	1	1	11.00	48.00	40.00
5.41	1913	11	12	1	1	1	25.00	45.80	38.80
5.41	1924	2	19	1	1	1	30.00	48.60	39.40
5.41	1928	3	24	1	1	1	18.00	48.17	38.14
5.41	1946	10	3	1	1	1	33.00	44.00	39.50
5.41	1949	10	13	1	1	1	33.00	44.50	36.60
5.41	1959	5	31	1	1	1	10.00	48.94	37.67
5.41	1960	3	20	1	1	1	10.00	44.00	39.00
5.41	1958	6	25	1	14	2	4.00	52.80	36.27
5.41	1951	1	16	17	53	52	5.00	49.60	39.31
5.41	1984	12	3	7	38	9	10.00	43.10	37.96
5.41	1940	9	25	19	31	22	14.00	52.04	36.50
5.41	1913	3	25	14	4	0	20.00	48.20	41.80
5.41	1906	2	20	20	54	0	33.00	48.50	41.30
5.41	1931	5	17	15	23	19	33.00	48.50	40.50
5.41	1937	1	7	13	23	31	33.00	44.40	40.20
5.41	1949	10	30	7	42	36	33.00	49.20	41.00
5.41	1953	4	30	15	45	24	33.00	48.10	41.00
5.41	1950	4	13	0	23	30	67.00	52.03	40.94
5.41	1948	6	30	19	31	50	114.00	49.48	36.66
5.40	1996	1	3	1	1	1	30.00	48.73	38.95
5.40	2008	5	27	1	1	1	14.00	48.76	36.59
5.40	2002	4	24	19	48	7	25.00	47.40	34.60
5.40	1981	7	21	4	45	4	38.00	53.26	39.51
5.39	1550	6	1	1	1	1	10.00	46.00	37.80
5.39	1970	3	14	1	1	1	15.00	44.77	38.59
5.39	1976	2	3	1	1	1	58.00	48.32	39.90
5.39	1981	11	29	23	37	30	10.00	48.16	40.89
5.39	1963	4	16	18	47	4	15.00	44.32	35.79
5.39	1981	12	28	14	49	40	15.00	45.92	35.01
5.39	1970	7	11	22	41	12	20.00	49.03	37.54
5.39	1968	4	26	2	58	24	22.00	50.16	35.06
5.39	1982	5	3	4	10	4	25.00	46.16	41.19
5.39	1971	8	9	2	54	38	30.00	52.76	36.20
5.35	1953	9	2	0	36	1	5.00	47.40	41.10
5.35	1952	5	13	22	29	59	13.00	48.59	40.71
5.35	1924	9	27	10	12	0	16.00	53.00	37.00
5.35	1908	4	29	0	0	0	25.00	48.50	40.30
5.35	1916	6	28	17	58	35	25.00	48.50	41.00
5.35	1938	12	12	12	23	50	30.00	46.60	40.60
5.35	1909	1	26	22	56	0	33.00	45.50	39.10
5.35	1909	2	6	22	57	0	33.00	44.80	41.70
5.35	1910	1	18	3	35	0	33.00	46.30	40.70
5.35	1910	1	25	1	54	0	33.00	44.50	40.20
5.35	1910	3	8	2	25	0	33.00	44.50	40.80
5.35	1924	7	25	21	39	24	33.00	43.00	38.00
5.35	1926	9	27	6	43	12	33.00	48.80	42.00
5.35	1929	12	24	22	5	30	33.00	49.50	41.00
5.35	1932	9	12	23	37	37	33.00	50.50	39.50
5.35	1935	4	19	0	0	0	33.00	43.10	39.60
5.35	1937	1	20	20	48	0	33.00	44.30	41.20
5.35	1941	9	13	13	13	0	33.00	43.00	39.70
5.35	1949	5	8	9	0	0	33.00	44.60	37.30
5.35	1949	6	3	6	53	45	33.00	44.40	40.50
5.35	1952	9	8	9	7	40	33.00	48.60	41.70
5.35	1912	8	19	15	46	30	35.00	48.60	40.00
5.35	1950	8	7	10	56	30	47.00	45.69	41.44
5.35	1993	10	25	14	33	23	50.00	49.40	41.30
5.30	1988	8	22	21	23	38	22.00	52.34	35.32
5.30	1997	11	27	17	34	30	24.00	45.38	41.84
5.30	1987	5	29	6	27	51	25.00	48.29	34.06
5.30	1993	8	31	6	55	33	80.00	49.46	41.86
5.29	1984	8	24	1	1	1	10.00	45.95	38.50
5.29	1957	5	6	14	19	50	12.00	51.80	37.20
5.29	1964	11	3	17	36	6	15.00	50.18	35.52
5.29	1961	12	3	18	31	56	15.00	44.11	41.07
5.29	1924	9	23	2	22	0	17.00	46.50	40.30
5.29	1902	9	5	4	33	0	20.00	48.00	39.50
5.29	1954	10	22	22	47	34	26.00	45.78	38.78
5.29	1912	6	7	13	17	6	33.00	44.20	41.30
5.29	1931	12	24	23	0	10	33.00	44.55	38.65
5.29	1932	4	12	7	0	40	33.00	44.10	40.90
5.29	1938	11	14	11	54	41	33.00	43.60	40.20
5.29	1940	3	17	9	8	51	33.00	43.00	38.00
5.29	1950	9	2	4	19	32	33.00	46.20	42.00
5.29	1951	3	12	15	45	36	33.00	48.50	39.30
5.29	1977	5	13	7	28	45	33.00	47.08	34.10
5.29	2003	3	16	9	27	19	33.00	44.16	36.83
5.29	1992	9	22	14	5	56	35.00	52.72	36.29
5.29	1959	7	31	10	28	6	35.00	49.38	38.86
5.29	1927	1	13	18	27	0	42.00	46.40	40.20
5.29	1983	8	20	5	46	27	48.00	51.81	40.75
5.29	1970	11	21	8	35	59	50.00	48.33	40.05
5.29	1989	8	24	18	55	25	50.00	49.11	41.65
5.29	1950	5	1	8	15	2	51.00	45.21	38.88
5.29	1961	10	3	9	34	53	69.00	47.81	34.38
5.29	1935	1	6	21	24	58	80.00	46.20	39.50
5.29	1933	4	16	6	54	45	146.00	48.34	38.82
5.23	1994	3	4	23	8	13	11.00	45.27	41.75
5.23	1916	10	11	5	57	0	19.00	46.40	40.10
5.23	1916	10	28	20	48	0	20.00	44.10	40.10
5.23	1924	5	31	11	33	1	28.00	47.50	40.50
5.23	1915	10	6	1	0	0	33.00	48.00	41.00
5.23	1936	3	24	16	36	3	33.00	48.90	40.80
5.23	1937	12	18	20	22	0	33.00	48.50	41.00
5.23	1939	1	23	2	34	0	33.00	44.10	40.60
5.23	1971	8	26	12	11	31	38.00	43.96	36.10
5.23	1960	3	19	14	54	26	298.00	43.17	40.21
5.20	1995	10	15	6	56	34	33.00	49.48	37.06
5.20	1981	2	23	4	6	30	14.00	46.04	41.82
5.20	2002	4	19	13	46	51	28.00	49.75	36.52
5.20	1997	5	7	16	16	47	48.00	51.64	40.30
5.20	1981	11	19	14	10	39	50.00	49.17	40.70
5.20	2000	3	21	14	7	42	58.00	48.22	40.03
5.19	1964	11	9	1	1	1	47.00	48.46	39.82
5.19	1965	2	10	1	1	1	45.00	47.09	37.66
5.19	1968	6	9	1	1	1	5.00	46.06	39.10
5.19	1988	6	4	1	1	1	15.00	45.30	36.96
5.19	1991	1	1	1	1	1	55.00	48.48	39.77
5.19	1994	11	2	12	31	1	10.00	48.32	38.15
5.19	1996	4	22	14	42	32	29.10	47.37	39.17
5.19	1967	1	30	1	20	29	10.00	44.28	41.03
5.19	1968	8	10	4	27	59	10.00	43.12	37.01
5.19	1971	7	1	12	13	28	10.00	43.44	36.38
5.19	1971	1	20	21	32	0	20.00	46.87	35.02
5.19	1974	11	27	16	52	48	20.00	45.64	35.24
5.19	1983	11	19	7	57	58	20.00	45.99	34.32
5.19	1961	12	17	14	33	20	47.00	51.00	38.31
5.19	1979	10	1	7	37	3	49.00	51.87	40.05
5.19	1994	6	30	9	55	13	55.00	50.52	40.89
5.19	1976	2	7	3	38	9	60.00	51.14	40.39
5.19	1973	12	14	9	11	47	76.00	48.95	41.87
5.19	1967	10	27	8	5	16	86.00	46.18	34.34
5.17	1927	5	14	20	29	15	4.00	46.00	41.50
5.17	1962	4	19	11	55	26	10.00	44.20	38.64
5.17	1964	3	29	23	3	43	14.00	49.00	39.20
5.17	1902	2	27	0	5	0	18.00	48.00	40.50
5.17	1957	5	29	10	3	13	21.00	45.84	38.63
5.17	1928	3	28	11	57	42	33.00	46.70	40.50
5.17	1929	12	25	0	33	17	33.00	49.40	41.40
5.17	1930	5	9	1	43	0	33.00	44.00	37.00
5.17	1930	5	10	11	3	0	33.00	46.00	35.00
5.17	1931	7	5	17	57	0	33.00	48.50	39.90
5.17	1934	6	8	2	2	3	33.00	48.70	40.50
5.17	1935	11	22	9	21	22	33.00	46.80	40.80
5.17	1937	3	7	19	10	56	33.00	45.40	38.77
5.17	1945	7	11	4	30	0	33.00	43.30	38.80
5.17	1946	3	5	4	45	7	33.00	49.30	39.60
5.17	1948	5	23	15	28	54	33.00	44.00	41.10
5.17	1950	1	28	15	30	59	33.00	49.10	41.90
5.17	1953	2	1	18	36	36	33.00	45.10	38.40
5.17	1953	10	10	18	18	0	33.00	48.00	40.40
5.17	1954	1	3	7	51	8	33.00	49.60	40.00
5.17	1954	12	17	11	24	46	33.00	47.10	41.20
5.17	1974	1	10	16	36	19	33.00	51.95	35.81
5.17	2000	3	15	12	26	43	33.00	45.79	34.36
5.17	1963	10	9	4	36	45	56.00	43.11	39.83
5.17	1951	6	5	3	34	59	81.00	48.33	36.18
5.12	1952	9	29	8	56	47	10.00	44.00	41.20
5.12	1956	3	18	3	55	39	11.00	44.10	40.80
5.12	1958	5	30	5	16	17	16.00	43.90	41.20
5.12	1953	2	14	20	52	30	20.00	43.60	38.50
5.12	1926	7	8	15	59	12	33.00	44.00	39.70
5.12	1930	5	9	21	8	0	33.00	43.50	37.50
5.12	1931	7	25	7	39	23	33.00	49.00	41.50
5.12	1936	3	7	19	12	16	33.00	45.70	40.20
5.12	1946	3	2	20	46	58	33.00	44.60	35.30
5.12	1948	4	26	7	24	13	33.00	44.60	35.30
5.12	1949	9	2	1	47	33	33.00	44.60	35.30
5.12	1950	11	25	17	18	39	33.00	44.00	37.00
5.12	1952	6	10	14	22	52	33.00	49.40	41.10
5.12	1954	8	16	14	59	0	33.00	48.70	39.00
5.12	1955	1	9	4	31	30	33.00	43.90	38.50
5.12	1955	9	19	23	53	51	33.00	47.60	41.30
5.12	1967	6	13	23	9	52	33.00	45.30	41.96
5.12	1967	7	4	21	30	34	33.00	49.00	40.00
5.12	1968	6	19	15	3	36	34.00	44.10	41.31
5.12	1914	11	4	19	51	0	40.00	47.50	40.30
5.12	1969	10	7	14	39	28	40.00	43.64	36.68
5.12	1971	2	11	1	41	30	59.00	47.12	38.35
5.12	1958	1	15	13	15	39	69.00	51.32	39.94
5.12	1962	9	2	13	21	35	105.00	49.64	36.03
5.10	1999	1	15	19	14	11	25.00	45.19	35.40
5.09	1986	1	6	0	9	11	33.00	49.30	40.54
5.09	2009	6	4	14	20	4	33.40	50.59	40.71
5.09	1968	6	17	4	59	3	10.00	48.24	40.91
5.09	1988	7	8	16	56	28	10.00	44.02	36.81
5.09	1970	10	3	2	47	40	14.00	47.33	33.95
5.09	1972	7	16	2	46	49	15.00	43.29	38.23
5.09	1975	1	14	22	7	49	15.00	44.81	35.40
5.09	1986	4	11	4	10	33	15.00	43.38	39.99
5.09	1988	7	25	7	58	39	15.00	45.69	36.04
5.09	1989	7	22	23	48	27	15.00	45.06	35.55
5.09	1967	2	15	1	47	28	19.00	47.60	34.59
5.09	1987	7	12	16	1	27	20.00	46.90	34.99
5.09	1983	2	23	5	33	54	22.00	50.40	40.52
5.09	1976	1	12	22	41	50	25.00	43.13	38.59
5.09	1983	6	3	16	34	43	25.00	50.85	41.39
5.09	1986	4	29	22	7	56	25.00	49.10	37.90
5.09	1994	4	17	8	2	32	25.00	46.33	41.91
5.09	1967	3	18	0	10	57	31.00	46.49	41.93
5.09	1989	9	16	4	9	6	33.00	50.97	39.67
5.09	1992	12	20	10	37	19	33.00	43.95	35.93
5.09	1986	8	18	9	49	16	38.00	44.37	35.85
5.09	1980	2	19	1	6	5	43.00	48.79	39.13
5.09	1978	8	10	19	50	26	47.00	47.92	34.20
5.09	1980	4	1	7	33	40	50.00	47.98	40.87
5.09	1968	5	11	12	12	47	55.00	49.77	40.97
5.09	1968	10	5	15	12	52	55.00	49.49	41.66
5.09	1977	5	30	3	43	0	108.00	44.92	39.23
5.09	1969	8	1	23	22	49	225.00	46.40	34.80
5.06	1945	9	5	20	24	0	6.00	45.00	40.70
5.06	1910	7	6	8	57	0	7.00	50.00	40.20
5.06	1908	6	10	22	15	0	9.00	48.80	40.70
5.06	1952	4	4	11	36	20	10.00	43.90	41.20
5.06	1952	9	30	2	50	43	15.00	44.16	38.84
5.06	1996	5	9	10	58	42	15.00	48.43	40.67
5.06	1929	3	24	16	17	50	25.00	43.80	41.10
5.06	2001	8	12	0	42	9	25.00	44.14	37.30
5.06	2001	5	16	7	24	29	26.00	52.66	36.26
5.06	1906	12	30	21	29	0	33.00	45.70	42.00
5.06	1914	11	1	21	53	26	33.00	45.40	38.40
5.06	1929	11	5	10	6	4	33.00	45.50	37.50
5.06	1930	8	4	12	20	50	33.00	43.70	40.80
5.06	1932	8	10	17	0	0	33.00	46.30	38.30
5.06	1936	8	4	18	3	39	33.00	45.90	41.80
5.06	1938	7	13	19	55	40	33.00	45.20	41.00
5.06	1949	2	17	5	24	37	33.00	46.00	40.90
5.06	1976	12	22	14	33	30	39.00	47.63	35.37
5.06	1996	1	12	4	33	38	60.00	46.18	40.41
5.06	1974	11	6	5	52	37	75.00	44.26	39.80
5.06	1969	3	26	12	2	2	130.00	53.50	39.00
5.00	1917	6	2	1	1	1	10.00	48.50	38.00
5.00	2006	11	5	1	1	1	14.00	48.88	37.50
5.00	1958	7	27	17	14	40	10.00	44.60	38.80
5.00	1958	1	17	8	30	0	12.00	52.70	36.50
5.00	1957	10	25	8	24	20	13.00	53.20	36.40
5.00	1904	7	16	12	1	0	15.00	47.80	39.40
5.00	1906	3	20	23	45	0	15.00	49.00	38.90
5.00	1922	11	22	5	41	0	15.00	50.00	40.20
5.00	1961	4	19	14	20	6	20.00	44.90	38.30
5.00	1967	7	11	1	25	50	20.00	47.80	38.20
5.00	1907	12	23	14	25	0	21.00	46.00	38.70
5.00	1934	11	2	22	6	16	22.00	48.70	39.90
5.00	1942	5	17	18	46	0	22.00	48.30	39.20
5.00	1998	8	21	5	13	12	25.00	48.18	34.22
5.00	1974	2	24	5	35	19	28.00	44.44	40.07
5.00	1916	10	11	3	5	0	30.00	45.50	39.50
5.00	1948	7	4	23	24	23	33.00	49.20	42.00
5.00	1970	3	14	2	0	54	33.00	44.50	39.10
5.00	1971	8	10	22	52	33	33.00	47.75	38.42
5.00	1977	2	20	5	56	23	33.00	53.21	36.40
4.99	2008	3	23	12	11	32	6.00	48.51	37.31
4.99	1995	5	15	0	16	53	26.30	49.44	38.47
4.99	1982	1	20	8	25	42	33.00	47.81	40.23
4.99	1985	10	16	21	22	40	33.00	50.76	40.65
4.99	1994	12	3	1	35	52	33.00	49.35	37.64
4.99	1995	4	26	11	46	12	33.00	49.53	37.05
4.99	1995	5	27	21	21	32	33.00	48.94	39.03
4.99	1983	12	20	22	21	6	42.20	50.79	36.80
4.99	2012	2	4	20	4	15	45.00	49.72	37.70
4.99	1995	5	13	7	20	43	53.20	50.59	40.68
4.99	1993	10	15	22	37	20	56.10	48.11	40.74
4.99	1977	9	30	16	50	36	1.00	45.02	40.04
4.99	2002	4	8	18	30	55	8.00	51.99	36.42
4.99	1967	3	20	22	30	43	10.00	43.97	35.89
4.99	1972	1	18	21	12	1	10.00	48.84	37.50
4.99	1980	12	11	0	14	36	10.00	45.94	40.26
4.99	1983	1	15	10	55	31	10.00	46.91	34.03
4.99	1991	7	5	13	52	19	10.00	45.21	36.65
4.99	1966	11	8	3	14	11	15.00	50.75	36.10
4.99	1971	9	8	22	35	14	15.00	43.99	41.23
4.99	1982	5	29	14	22	0	15.00	43.68	39.34
4.99	1986	7	12	17	0	52	15.00	45.17	38.40
4.99	1987	12	7	0	7	31	15.00	43.06	38.05
4.99	1988	1	7	10	59	38	15.00	45.43	38.41
4.99	1989	12	3	7	39	10	15.00	45.37	38.40
4.99	2002	10	27	7	35	9	15.00	48.02	34.24
4.99	2003	10	20	6	26	53	15.00	44.60	38.61
4.99	1964	11	15	6	33	24	20.00	45.48	35.51
4.99	1981	5	4	16	13	57	20.00	45.74	34.34
4.99	1976	7	27	18	39	36	21.00	48.88	40.31
4.99	1970	6	27	7	57	56	25.00	50.76	35.13
4.99	1996	1	28	8	43	17	28.00	46.45	34.28
4.99	1996	6	18	8	11	5	30.00	45.75	39.08
4.99	1964	8	16	21	28	51	35.00	52.42	39.59
4.99	1972	9	2	10	37	42	40.00	53.64	39.92
4.99	1997	3	5	16	58	41	40.00	49.48	40.93
4.99	1972	8	8	0	44	55	42.00	52.77	36.51
4.99	1973	8	30	7	36	25	45.00	42.75	37.96
4.99	1976	4	24	19	13	38	45.00	50.98	41.47
4.99	1980	10	10	11	9	53	47.00	45.91	38.40
4.99	1983	4	11	14	32	58	49.00	52.96	40.23
4.99	2000	6	14	16	3	42	49.00	51.64	40.24
4.99	1969	11	4	20	17	52	50.00	50.17	40.20
4.99	1964	4	13	1	14	22	51.00	52.00	39.98
4.99	1991	9	22	2	8	20	51.00	51.88	39.73
4.99	1986	2	7	22	53	21	55.00	49.60	41.01
4.99	1980	9	19	16	21	50	57.00	51.14	39.90
4.99	1991	2	14	21	56	2	60.00	46.21	34.26
4.99	1983	5	9	2	6	24	68.00	44.43	35.34
4.99	1964	9	9	22	19	43	69.00	45.95	35.03
4.99	1985	3	17	2	51	43	70.00	45.43	34.49
4.94	1961	12	17	14	28	40	6.00	50.00	40.50
4.94	1963	2	18	14	3	37	6.00	47.04	40.07
4.94	1928	3	28	19	43	0	10.00	49.00	38.70
4.94	1929	8	28	19	43	0	10.00	49.00	38.70
4.94	1930	6	7	7	15	0	10.00	49.60	39.80
4.94	1959	8	17	1	33	21	16.00	48.10	39.10
4.94	1907	4	12	2	1	10	20.00	45.40	39.20
4.94	1922	7	27	2	3	0	20.00	47.50	40.40
4.94	1995	6	26	21	12	54	22.00	51.19	36.60
4.94	1931	5	21	12	0	54	24.00	44.30	39.50
4.94	1997	6	7	20	29	48	28.00	50.36	36.51
4.94	1931	8	27	6	22	8	33.00	48.70	41.90
4.94	1935	9	5	22	38	38	33.00	47.80	41.20
4.94	1944	11	9	19	39	40	33.00	48.40	38.00
4.94	1948	12	4	19	52	11	33.00	47.10	40.80
4.94	1952	4	3	4	37	14	33.00	49.10	41.80
4.94	1969	8	19	0	10	45	33.00	49.90	38.90
4.94	1957	7	21	15	8	33	37.00	46.05	39.14
4.94	2000	2	26	0	43	49	43.00	44.52	37.36
4.89	1993	4	8	9	48	4	10.00	47.99	37.90
4.89	2013	9	9	4	35	47	24.29	50.14	40.74
4.89	1985	4	3	1	44	27	26.30	48.42	38.10
4.89	1979	11	8	5	21	59	33.00	48.84	38.74
4.89	1998	9	28	17	26	30	47.30	48.75	36.58
4.89	1979	4	25	7	39	44	3.00	44.08	41.26
4.89	1967	8	25	12	26	46	8.00	49.24	35.56
4.89	1978	8	15	9	4	22	8.00	43.99	41.25
